	sourceUrl	sourceName	hasAnswer	targetLocation	language	ID	dateLastChanged	question	answer
0	https://www.bmas.de/DE/Presse/Meldungen/2020/corona-virus-arbeitsrechtliche-auswirkungen.html	Bundesministerium für Arbeit und Soziales (BMAS)	True	DE	de	Bundesministerium für Arbeit und Soziales (BMAS)|||8063714303748250845	1593108141.2554255	Unter welchen Bedingungen kann ich meine Arbeitnehmer an ein anderes Unternehmen zur Arbeitsleistung überlassen?	"Wenn Sie keine Arbeitnehmerüberlassung durchführen, aber gelegentlich wegen der aktuellen Corona-Krise eigene Arbeitnehmerinnen und Arbeitnehmer anderen Unternehmen, die einen akuten Arbeitskräftemangel (z. B. in der landwirtschaftlichen Erzeugung und Verarbeitung, in der Lebensmittellogistik oder im Gesundheitswesen) haben, überlassen wollen, können Sie dies ausnahmsweise auch ohne eine Erlaubnis zur Arbeitnehmerüberlassung nach dem Arbeitnehmerüberlassungsgesetz (AÜG) tun. Voraussetzung hierfür ist, dass 
die betroffenen Arbeitnehmerinnen und Arbeitnehmer der Überlassung zugestimmt haben,Sie nicht beabsichtigen, dauerhaft als Arbeitnehmerüberlasser tätig zu sein unddie einzelne Überlassung zeitlich begrenzt auf die aktuelle Krisensituation erfolgt. 
Die gesetzliche Regelung hierzu finden Sie in § 1 Absatz 3 Nummer 2a AÜG. Angesichts der besonderen Bedeutung derartiger Einsätze ist es sachgerecht und dem unionsrechtlichen Gleichbehandlungsgrundsatz entsprechend, wenn die eingesetzten Arbeitnehmerinnen und Arbeitnehmer mit den Stammbeschäftigten im Einsatzbetrieb gleichgestellt werden.
Grundsätzlich nicht erlaubt ist die Überlassung von Arbeitskräften an Unternehmen des Baugewerbes für Tätigkeiten, die üblicherweise von Arbeitern verrichtet werden. Was ein Baubetrieb ist, ergibt sich aus der Baubetriebe-Verordnung."
1	https://www.bmwi.de/Redaktion/DE/FAQ/Coronavirus/faq-coronavirus.html	Bundesministerium für Wirtschaft und Energie	True	DE	de	Bundesministerium für Wirtschaft und Energie|||-5910695431377092799	1593108141.2554255	Was gilt bei einem Rücktritt von einer geförderten Messebeteiligung?	Um die finanziellen Folgen für Aussteller im Auslandsmesseprogramm abfedern zu können, hat das Bundesministerium für Wirtschaft und Energie die Rücktrittsregelungen der „Allgemeinen Teilnahmebedingungen für Beteiligungen des Bundes an Messen und Ausstellungen im Ausland“ (ATB) im Zusammenhang mit der COVID-19-Pandemie flexibilisiert. Aussteller werden gebeten, vor Ausübung des Rücktrittsrechts Kontakt mit der jeweiligen Durchführungsgesellschaft aufzunehmen.
2	https://www.bmwi.de/Redaktion/DE/FAQ/Coronavirus/faq-coronavirus.html	Bundesministerium für Wirtschaft und Energie	True	DE	de	Bundesministerium für Wirtschaft und Energie|||6007993032383156916	1593108141.2554255	Gibt es finanzielle Hilfen für Unternehmen, die eine eigenständige Teilnahme an einer Messe absagen?	"(Stand: 26.03.2020)
Hilfen für Unternehmen, die unabhängig von einer Bundesbeteiligung an einer Messe teilnehmen, ihre Teilnahme aber wegen Ausfall der Veranstaltung, logistischen, arbeits- oder gesundheitsrechtlichen Probleme absagen müssen, sind aktuell nicht vorgesehen. Ausstellern wird geraten, die jeweiligen Messeveranstalter zu kontaktieren."
3	https://www.bmwi.de/Redaktion/DE/FAQ/Coronavirus/faq-coronavirus.html	Bundesministerium für Wirtschaft und Energie	True	DE	de	Bundesministerium für Wirtschaft und Energie|||3351395722452241617	1593108141.2554255	Wo erhalten deutsche Unternehmen in China weitere Informationen?	"Die Lage kann sich schnell verändern und entwickeln. Das Bundeswirtschaftsministerium empfiehlt, sich regelmäßig zu informieren: 
Zur allgemeinen Situation sind weitere Informationen auf der Website des Auswärtigen Amtes veröffentlicht.
Zu praktischen Unternehmensanliegen im Zusammenhang mit dem Coronavirus und auch zu Fördermaßnahmen in China informiert die Deutsche Handelskammer in China. Ein Krisenstab ist eingerichtet und per E-Mail erreichbar unter infocenter@bj.china.ahk.de."
4	https://www.bmwi.de/Redaktion/DE/FAQ/Coronavirus/faq-coronavirus.html	Bundesministerium für Wirtschaft und Energie	True	DE	de	Bundesministerium für Wirtschaft und Energie|||8080167056785382912	1593108141.2554255	Was sollten Geschäftsreisende beachten?	"Die Lage kann sich schnell verändern und entwickeln. Das Bundeswirtschaftsministerium empfiehlt: 
Aktuelle Informationen auf der Website des Auswärtigen Amts beachten. Dort finden sich Hinweise zur Sicherheitslage in einzelnen Ländern und zu Reisen nach China. Die Nachrichten zu verfolgen.Auf einen ausreichenden Reisekrankenversicherungsschutz achten.Deutschen Staatsangehörigen wird empfohlen, sich unabhängig vom Land und der Dauer des Auslandsaufenthalts in die Krisenvorsorgeliste „Elefand“ des Auswärtigen Amts einzutragen."
5	https://www.bmwi.de/Redaktion/DE/FAQ/Coronavirus/faq-coronavirus.html	Bundesministerium für Wirtschaft und Energie	True	DE	de	Bundesministerium für Wirtschaft und Energie|||7054612887654750004	1593108141.2554255	Was müssen Reisende aus Infektions- und Gefährdungsgebieten beachten?	Für Reisende mit Flügen aus Infektions- und Gefährdungsgebieten wurde ein Informations- und Warnsystem eingerichtet. Weitergeghende Informationen sind hier hinterlegt: www.bmvi.de/SharedDocs/DE/Artikel/LF/coronavirus-anordnung.htmlDas Robert-Koch-Institut informiert zu Verhaltensregeln für Kontaktpersonen und Reisende, die fürchten, am neuartigen Coronavirus erkrankt zu sein.Auch das Bundesgesundheitsministerium veröffentlicht weitere Informationen für Reisende.
6	https://www.bmwi.de/Redaktion/DE/FAQ/Coronavirus/faq-coronavirus.html	Bundesministerium für Wirtschaft und Energie	True	DE	de	Bundesministerium für Wirtschaft und Energie|||-6519328973450480600	1593108141.2554255	Was ist bei der Rückreise aus China und anderen Infektions- und Gefährdungsgebieten in andere Staaten zu beachten?	Aufenthalte in China wirken sich auf Einreisemöglichkeiten in zahlreiche andere Länder aus. Die Einreisebestimmungen in den einzelnen Ländern können sich schnell verändern. Aktuelle Informationen erteilen die zuständigen Botschaften oder Konsulate.
7	https://www.who.int/news-room/q-a-detail/q-a-coronaviruses	World Health Organization (WHO)	True		en	World Health Organization (WHO)|||4334586592801498123	1593108141.2554255	How can you clean soiled bedding, towels and linens from patients with COVID-19?	All individuals dealing with soiled bedding, towels and clothes from patients with COVID-19 should: Wear appropriate personal protective equipment, which includes heavy duty gloves, mask, eye protection (face shield/goggles), long-sleeved gown, apron (if gown is not fluid resistant), boots or closed shoes before touching any soiled linen.Never carry soiled linen against body; place soiled linen in a clearly labelled, leak-proof container (e.g. bag, bucket)If there is any solid excrement on the linen, such as feces or vomit, scrape it off carefully with a flat, firm object and put it in the commode or designated toilet/latrine before putting linen in the designated container. If the latrine is not in the same room as the patient, place soiled excrement in covered bucket to dispose of in the toilet or latrine; Wash and disinfect linen: washing by machine with warm water (60-90°C) and laundry detergent is recommended for cleaning and disinfection of linens. If machine washing is not possible, linen can be soaked in hot water and soap in a large drum, using a stick to stir, avoiding splashing. If hot water not available, soak linen in 0.05% chlorine for approximately 30 minutes.  Finally, rinse with clean water and let linen dry fully in the sunlight.  Additional resources for best practices for environmental cleaning can be found in the following two documents: 1) Infection prevention and control of epidemic-and pandemic prone acute respiratory infections in health care2) Best Practices for Environmental Cleaning in Healthcare Facilities in Resource-Limited Settings which was developed by CDC and ICAN in collaboration with WHO
8	https://www.who.int/news-room/q-a-detail/q-a-coronaviruses	World Health Organization (WHO)	True		en	World Health Organization (WHO)|||5330430961785797114	1593108141.2554255	What are the recommendation regarding disinfection of vehicles, goods and products coming from China or other COVID-19 affected countries?	"To date there is no epidemiological information to suggest
that contact with goods, products or vehicles shipped from COVID-19 affected
countries have been the source of COVID-19 in humans.For these reasons, there is no disinfection recommendations
for any goods and products coming from COVID-19 affected countries given that
there is no available evidence that these products pose a risk to public
health. WHO will continue to closely monitor the evolution of
COVID-19, and will update the recommendations as needed."
9	https://www.who.int/news-room/q-a-detail/q-a-coronaviruses	World Health Organization (WHO)	True		en	World Health Organization (WHO)|||-5310827353505316362	1593108141.2554255	What personal protective equipment (PPE) should be used by healthcare workers (HCW) performing nasopharyngeal (NP) or oropharyngeal (OP) swabs on patients with suspected or confirmed COVID-19?	Health care workers collecting NP and OP swab specimens from suspected or confirmed COVID-19 patients should be well-trained on the procedure and should wear a clean, non-sterile, long-sleeve gown, a medical mask, eye protection (i.e., googles or face shield), and gloves. Procedure should be conducted in a separate/isolation room, and during NP specimen collection health care workers should request the patients to cover their mouth with a medical mask or tissue. Although collection of NP and OP swabs have the potential to induce fits of coughing from the patient undergoing the procedure, there is no currently available evidence that cough generated via NP/OP specimen collection leads to increased risk of COVID-19 transmission via aerosols.
